ISBN,Publication Year,Original Title,Authors,One Star Reviews,Two Star Reviews,Three Star Reviews,Four Star Reviews,Five Star Reviews
61147931,2007.0,Heart-Shaped Box,Joe Hill,1652,5086,18820,28529,20496
1419702238,2010.0,Cabin Fever,Jeff Kinney,1409,3029,10671,17456,35433
316033669,2008.0,,Brent Weeks,509,1891,9044,23347,34148
1416543007,2005.0,Everyone Worth Knowing,Lauren Weisberger,2679,9025,22634,17978,10564
1862301387,1986.0,Redwall,Brian Jacques,1120,2911,15209,29384,33140
140447571,1848.0,Manifest der Kommunistischen Partei,"Karl Marx, Friedrich Engels, Gareth Stedman Jones",3561,8413,22295,20537,15271
1501132938,2016.0,The Woman in Cabin 10,Ruth Ware,2029,8795,33879,43732,21386
553213296,1826.0,The Last of the Mohicans: A Narrative of 1757,James Fenimore Cooper,3038,6975,19690,24157,20052
679736379,1979.0,Sophie's Choice,William Styron,1244,2666,10630,23727,32810
044024191X,2004.0,Shopaholic and Sister,Sophie Kinsella,1277,6964,25200,23997,16302
373210132,2010.0,The Iron Daughter,Julie Kagawa,1505,4105,17023,31360,42806
1576737330,2000.0,The Prayer of Jabez:  Breaking Through to the Blessed Life,Bruce H. Wilkinson,2961,4213,11797,14888,24197
812983602,2012.0,The Age of Miracles,Karen Thompson Walker,1574,6625,22105,27557,13932
786868724,2009.0,Have a Little Faith: A True Story,Mitch Albom,641,2021,10903,22733,26798
1400043468,2006.0,My Life in France,"Julia Child, Alex Prud'Homme",706,1872,10703,26938,27358
1922182109,2014.0,The Rosie Effect,Graeme Simsion,1191,6636,25126,25659,11235
9380658797,2011.0,The Secret of the Nagas.,Amish Tripathi,586,2413,11661,23263,17131
006117758X,1982.0,Ham on Rye,Charles Bukowski,641,1897,9576,24523,25106
375825444,2001.0,Flipped,Wendelin Van Draanen,1175,4843,19570,28606,27512
974320625,2003.0,Emotional Intelligence 2.0,"Travis Bradberry, Jean Greaves, Patrick Lencioni",2234,3927,13314,17439,17468
670035386,1941.0,Make Way for Ducklings,Robert McCloskey,1398,2784,11683,19309,36931
765354942,1995.0,Relic,"Douglas Preston, Lincoln Child",993,3349,15578,27328,26095
380727501,1995.0,Notes from a Small Island,Bill Bryson,1073,3717,17241,29024,21366
451461894,2008.0,Small Favor,Jim Butcher,69,419,6473,28646,40646
1607060760,2009.0,The Walking Dead Compendium Volume 1,Robert Kirkman,849,1260,5314,15352,35837
1599900734,2005.0,Princess Academy,Shannon Hale,1062,3781,18451,34060,30371
553496646,2015.0,"Everything, Everything","Nicola Yoon, David Yoon",2262,6555,25928,53989,61673
486282228,1912.0,Pygmalion,George Bernard Shaw,895,4044,19262,29217,22185
62124269,2012.0,Flight Behavior,Barbara Kingsolver,1681,5240,16765,25871,16036
1590388984,2008.0,Grip of the Shadow Plague,Brandon Mull,1353,1859,8785,21812,33850
140298479,1999.0,Bridget Jones: The Edge of Reason,Helen Fielding,1959,9506,28844,25992,15298
067976397X,1994.0,Captain Corelli's Mandolin,Louis de Bernières,1734,4029,13185,23679,22969
446698466,2004.0,At First Sight,Nicholas Sparks,1492,5098,17959,22090,19978
767903862,2000.0,Down Under,Bill Bryson,607,2214,12998,28184,22665
192123092,1894.0,The Memoirs of Sherlock Holmes,Arthur Conan Doyle,398,1005,8433,23292,32856
812992792,2012.0,The Orphan Master's Son,Adam Johnson,1671,3341,9883,23007,25504
345300785,1984.0,Enchanters' End Game,David Eddings,677,2478,12604,25188,32085
375714839,2003.0,Persepolis,"Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh",357,1218,7821,28809,39069
449213447,1967.0,The Chosen,Chaim Potok,1283,3459,13824,27376,27128
451171357,1958.0,The Agony and the Ecstasy: A Biographical Novel of Michelangelo,"Irving Stone, שמואל שניצר",1741,2564,10707,21180,26924
385528701,2008.0,El juego del ángel,"Carlos Ruiz Zafón, Lucia Graves",1125,5123,18613,28668,21405
786891084,2004.0,Where Rainbows End,Cecelia Ahern,1563,4973,17380,26705,27937
64441555,1963.0,Amelia Bedelia,"Peggy Parish, Fritz Siebel",1342,3136,13872,19635,34899
,2012.0,This Man,Jodi Ellen Malpas,3397,4706,12138,22363,42509
765326264,2010.0,A Dog's Purpose ,W. Bruce Cameron,675,1742,8856,23625,40619
1595148035,2015.0,An Ember in the Ashes,Sabaa Tahir,1316,2448,10085,31685,49448
451222725,2008.0,"Lover Enshrined, part one",J.R. Ward,1130,4648,17757,27856,42014
62110837,2013.0,The Golem and the Jinni,Helene Wecker,1155,2588,11315,28881,26926
,2012.0,الأسود يليق بك,"أحلام مستغانمي, Ahlam Mosteghanemi",3323,5535,11642,13878,17877
64410137,2003.0,The Slippery Slope,"Lemony Snicket, Brett Helquist",926,3956,19412,29849,30110
143037617,1853.0,Bleak House,"Charles Dickens, Nicola Bradbury, Hablot Knight Browne",1999,4506,14750,25011,29428
64431436,1938.0,"Caps for sale: a tale of a peddler, some monkeys and their monkey business",Esphyr Slobodkina,1058,3562,14486,20187,33897
044101268X,2004.0,Furies of Calderon ,Jim Butcher,1209,2914,12182,27550,30682
689878559,1983.0,Alanna: The First Adventure,Tamora Pierce,1053,2308,13154,29563,45410
224085611,2009.0,Her Fearful Symmetry,Audrey Niffenegger,4845,13797,28144,22691,9639
1439199353,2014.0,The Boston Girl,Anita Diamant,841,3333,16733,26479,13222
451225856,2009.0,"Lover Enshrined, part two",J.R. Ward,498,1841,10764,28245,51166
553288202,1990.0,The Fall of Hyperion,Dan Simmons,675,2454,10805,25016,29861
446698873,1987.0,The Black Dahlia,James Ellroy,1999,4999,17641,23340,17425
688120490,1871.0,"Through the Looking-Glass, and What Alice Found There","Lewis Carroll, John Tenniel, Peter Glassman",1030,3785,16105,25471,31275
743246985,1991.0,Wild Swans: Three Daughters of China,Jung Chang,921,1940,9406,23802,31479
394800206,1961.0,"Go, Dog. Go!",P.D. Eastman,1373,4030,13995,16365,31349
60885408,1937.0,,"Laura Ingalls Wilder, Garth Williams",834,2109,14330,27057,36051
1501100130,2015.0,Finders Keepers,Stephen King,372,1857,12964,30192,19897
61558230,2009.0,The Strain,"Guillermo del Toro, Chuck Hogan",1771,5200,17428,25548,17859
316184136,1890.0,The Complete Poems of Emily Dickinson,"Emily Dickinson, Thomas H. Johnson",1141,2161,9616,19058,30173
60935472,1956.0,Old Yeller,Fred Gipson,1289,3193,14512,23807,29260
1416553649,2007.0,Born Standing Up: A Comic's Life,Steve Martin,1515,3216,15539,25317,18306
60899190,2005.0,PostSecret: Extraordinary Confessions from Ordinary Lives,Frank Warren,2911,3039,10287,17389,25753
7119550,2000.0,A Storm of Swords: Part 2 Blood and Gold,George R.R. Martin,275,572,4041,17151,42134
152047379,1952.0,The Borrowers Afield,"Mary Norton, Beth Krush, Joe Krush",923,3165,17625,26927,28436
340818670,1999.0,Hearts in Atlantis,Stephen King,1268,5421,19496,24725,19976
345544951,2016.0,,Jodi Picoult,1035,2060,9633,33373,51303
037571894X,1982.0,羊をめぐる冒険 [Hitsujiwomegurubōken],"Haruki Murakami, Alfred Birnbaum",561,2882,14590,27275,18141
743246071,2003.0,The Queen's Fool,Philippa Gregory,859,4137,21150,29517,19180
316133973,2012.0,Days of Blood & Starlight,Laini Taylor,1604,3200,13879,34953,45395
1842430351,1984.0,Jitterbug Perfume,Tom Robbins,687,1888,7929,17887,26905
399244573,2006.0,"The Battle for Skandia (Ranger's Apprentice, #4)",John Flanagan,594,1365,8641,21627,34441
1423157370,2012.0,The Darkest Minds,Alexandra Bracken,1380,3193,11844,28768,45587
60832819,2005.0,O Zahir,"Paulo Coelho, Margaret Jull Costa",2677,6561,16568,16990,13251
1416560610,1952.0,The Power of Positive Thinking,Norman Vincent Peale,1265,2426,10192,17315,23318
1846558913,2015.0,"In a Dark, Dark Wood ",Ruth Ware,1904,6968,26321,32390,16588
1844082938,1905.0,The House of Mirth,"Edith Wharton, Nina Bawden",1731,3912,14142,24545,23384
345501330,2006.0,Fairy Tail 1,"Hiro Mashima, William Flanagan",1092,2055,7476,14494,41177
756410436,2014.0,The Slow Regard of Silent Things,"Patrick Rothfuss, Nate  Taylor",2506,5300,14205,22248,26391
,1853.0,Twelve Years a Slave,Solomon Northup,1035,2266,10046,23893,27654
451229851,2010.0,"Lover Avenged, part one",J.R. Ward,616,1846,9925,25598,52094
141001828,1999.0,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,743,1672,9369,24755,24606
743289684,2006.0,Infidel,Ayaan Hirsi Ali,1168,1891,8759,22116,28228
1400063515,2007.0,The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,1861,4036,12599,20887,19383
345504984,2012.0,The Twelve,Justin Cronin,660,2845,14411,28633,21058
374529523,1962.0,Один день Ивана Денисовича,"Aleksandr Solzhenitsyn, H.T. Willetts",1147,3666,16109,28201,22915
553380966,1995.0,The Diamond Age,Neal Stephenson,602,2255,10287,24102,29375
60892994,1959.0,A Canticle for Leibowitz,Walter M. Miller Jr.,1579,4264,14698,25329,26118
1580493882,-441.0,Ἀντιγόνη,"Sophocles, J.E. Thomas",1881,8279,25895,25697,16783
1439138311,2009.0,Brooklyn,Colm Tóibín,1042,5940,21904,27255,11681
1442409053,2011.0,Wither,Lauren DeStefano,3105,7449,20924,28676,28503
62300547,2016.0,Hillbilly Elegy. A Memoir of a Family and Culture in Crisis,J.D. Vance,1429,4680,21299,44927,33435
312864590,2003.0,Crossroads of Twilight,Robert Jordan,2097,5975,16531,21644,22232
1580495869,1871.0,The Red Badge of Courage,Stephen Crane,6036,12395,26446,20066,10032
544272994,2014.0,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,1387,2708,10945,24313,32476
765348780,1999.0,Gardens of the Moon,Steven Erikson,2616,4780,13280,22849,21129
7251866,2006.0,A Bruxa de Portobello,Paulo Coelho,2660,7458,18085,17116,12755
440401585,1978.0,A Swiftly Tilting Planet,Madeleine L'Engle,891,2666,15130,28633,33598
043977134X,2003.0,Gregor the Overlander,Suzanne Collins,1705,3653,14937,25516,26675
1439102724,2011.0,Sing You Home,Jodi Picoult,1770,5345,18571,24791,17870
345419634,1992.0,The Tale of the Body Thief,Anne Rice,1427,6552,22211,23262,18316
446615625,2005.0,The Camel Club,David Baldacci,886,2571,12705,25005,21973
316155608,2006.0,Saving The World and Other Extreme Sports,James Patterson,1081,3410,14312,24389,36922
812551478,1996.0,Blood of the Fold,Terry Goodkind,1009,3226,14259,23434,22725
743272501,2006.0,The Boleyn Inheritance,Philippa Gregory,506,3336,20312,29721,17195
385683421,2015.0,A Spool of Blue Thread,Anne Tyler,2302,7578,21930,20780,7744
385542364,2016.0,The Underground Railroad,Colson Whitehead,1259,3885,16777,38456,31719
786838930,2007.0,Masquerade,Melissa de la Cruz,1493,5298,19716,25177,27989
373210183,2011.0,The Iron Queen,Julie Kagawa,1217,2819,12701,25786,42608
988393506,2012.0,Losing It,Cora Carmack,2396,7028,24581,32744,24526
385535144,2012.0,The Racketeer,John Grisham,939,4252,18459,27477,15518
143036378,1999.0,Disgrace,J.M. Coetzee,1369,4284,14721,25122,16891
525444440,1928.0,The House at Pooh Corner,"A.A. Milne, Ernest H. Shepard",689,1444,9318,20394,39693
316075558,2010.0,The Black Prism,Brent Weeks,827,2039,8245,24370,30392
143036696,2004.0,The Mermaid Chair,Sue Monk Kidd,4807,13288,24684,16305,6612
64440206,1970.0,Frog and Toad Are Friends,Arnold Lobel,1041,2915,12966,19278,34505
64410129,2002.0,The Carnivorous Carnival,"Lemony Snicket, Brett Helquist",942,4280,21100,31005,29567
1423116399,2010.0,Heist Society,Ally Carter,2617,5001,16839,25668,28024
1250121000,2016.0,Behind Closed Doors,B.A. Paris,2944,6308,20514,37908,35177
345348109,1974.0,The Killer Angels,Michael Shaara,715,1727,7747,20361,32231
425201392,1995.0,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)",Laurell K. Hamilton,780,2522,14606,27469,35077
786818611,2006.0,Ptolemy's Gate,Jonathan Stroud,959,1972,9826,22917,33159
553214322,1896.0,The Island of Dr. Moreau,H.G. Wells,897,5007,22375,27122,15162
1620610094,2012.0,Opal,Jennifer L. Armentrout,1079,2588,11790,28917,53694
1934781630,2008.0,Zeitoun,Dave Eggers,760,2129,10245,25365,21637
141697170X,2010.0,Out of My Mind,Sharon M. Draper,547,1483,7956,21472,38115
,2012.0,Rapture,Lauren Kate,2222,5420,16312,24191,36222
1453688935,2010.0,Switched,Amanda Hocking,2318,5578,18540,26661,27622
679774386,1957.0,Доктор Живаго,"Boris Pasternak, Max Hayward, Manya Harari, John Bayley",1257,3530,12593,23103,25691
1476791457,2015.0,,Colleen Hoover,1122,2934,12186,27722,42896
1469216000,2012.0,Pines,Blake Crouch,1420,3550,13928,25010,18149
99303744,1994.0,Disclosure,Michael Crichton,924,4157,18087,22292,14596
307959856,2012.0,Death Comes to Pemberley,P.D. James,5576,13652,25738,19180,10635
142437808,1911.0,Ethan Frome,Edith Wharton,7015,11389,24161,24061,15131
385720106,1992.0,A Map of the World,"Jane Hamilton, Frank  Muller, C.J. Critt",1350,4011,17161,23967,15620
,2016.0,It Ends with Us,Colleen Hoover,1172,2155,8566,24847,58175
141693586X,1905.0,The Gift of the Magi,"O. Henry, Lisbeth Zwerger",923,2968,14163,24466,27981
553380648,1968.0,The Electric Kool-Aid Acid Test,Tom Wolfe,982,3287,13596,21988,18401
802140181,1959.0,The Naked Lunch,"William S. Burroughs, James Grauerholz, Barry  Miles",4627,7799,17322,18615,13406
156389226X,1991.0,The Sandman: Dream Country,"Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson",1786,1814,9096,22186,39050
385337930,2001.0,A Painted House,John Grisham,2048,6355,18253,21725,15711
441007317,1969.0,The Left Hand of Darkness,"Ursula K. Le Guin, Lech Jęczmyk",1170,3497,13266,26812,27431
142412147,2008.0,Let It Snow: Three Holiday Romances,"John Green, Maureen Johnson, Lauren Myracle",1110,4837,20638,28643,21289
1439192561,2010.0,"Full Dark, No Stars",Stephen King,682,2494,14005,28981,23185
805095152,2014.0,Being Mortal: Medicine and What Matters in the End,Atul Gawande,982,1507,5579,19732,37767
553582917,1987.0,Intensity,Dean Koontz,991,2621,12745,21582,23353
446552445,2010.0,Chelsea Chelsea Bang Bang,Chelsea Handler,1536,4300,15147,19625,17331
1406914835,1879.0,Et dukkehjem,"Henrik Ibsen, Michael   Meyer",1820,7074,23481,28984,18133
375760377,1959.0,Hawaii,James A. Michener,561,1806,10458,21787,27036
413757102,1961.0,Revolutionary Road,Richard Yates,1576,4445,14100,23791,20808
375835318,2006.0,Nick & Norah's Infinite Playlist,"Rachel Cohn, David Levithan",2378,6204,19509,23714,19709
802132758,1966.0,Rosencrantz and Guildenstern are Dead,"Tom Stoppard, Henry Popkin",1394,3749,12598,23414,28628
545259088,2011.0,Forever,Maggie Stiefvater,2005,6338,21233,29682,32030
1573226521,1996.0,The Beach,Alex Garland,838,3254,13336,22974,17181
143145541,2010.0,Saving CeeCee Honeycutt,"Beth Hoffman, Jenna Lamia",837,3460,15864,26904,19817
575096578,2012.0,Deadlocked,Charlaine Harris,2104,8469,25761,26265,20003
1416524355,2002.0,Everything's Eventual: 14 Dark Tales,Stephen King,492,2870,17240,26553,20182
192750968,1955.0,Beezus and Ramona,Beverly Cleary,1553,3774,18481,27259,28072
141650964X,1972.0,The Farthest Shore,Ursula K. Le Guin,765,2518,13315,25482,28681
99556316,1996.0,Airframe,Michael Crichton,1251,5523,20402,22606,13638
553564943,1982.0,Magician,Raymond E. Feist,806,2358,10465,22606,28713
312987854,2004.0,Bet Me,Jennifer Crusie,1759,4253,16515,24613,26339
316548189,1994.0,Long Walk to Freedom: The Autobiography of Nelson Mandela,Nelson Mandela,664,1050,5745,15748,24714
038553714X,2014.0,Gray Mountain,John Grisham,2111,6961,19259,19923,11133
034541005X,1989.0,The Power of One,Bryce Courtenay,698,1628,6814,18645,32790
752865331,1930.0,The Maltese Falcon,Dashiell Hammett,1107,3626,15765,25802,21048
312364423,2011.0,Night Road,Kristin Hannah,679,2158,9867,24088,26967
515128635,1999.0,Tripwire,Lee Child,348,1899,13129,29196,22923
055380491X,1995.0,Emotional Intelligence,Daniel Goleman,972,2454,11475,19883,18357
045146317X,2010.0,Changes,Jim Butcher,179,541,4967,21320,45474
670674249,1936.0,The Story of Ferdinand,"Munro Leaf, Robert Lawson",925,1842,9512,18694,41574
1416903569,2007.0,Impulse,Ellen Hopkins,969,2252,8580,16502,33702
140436588,1819.0,Ivanhoe,Walter Scott,1770,5665,20339,24748,18846
312936222,2004.0,Ten Big Ones,Janet Evanovich,231,1800,16072,31940,30852
446690457,1996.0,The Poet,Michael Connelly,463,1421,9481,24104,25316
61985848,2010.0,Paranormalcy,Kiersten White,2417,5678,18581,26208,29948
316087378,2010.0,Eclipse: The Official Illustrated Movie Companion,Mark Cotta Vaz,560,1200,6140,10023,32452
61257095,2012.0,The Shoemaker's Wife,Adriana Trigiani,792,2976,13162,25169,19947
1590387422,2006.0,Rise of the Evening Star,Brandon Mull,2077,2777,12524,26994,37370
1455806854,2011.0,The Next Always,"Nora Roberts, MacLeod Andrews",962,2449,11776,21571,26323
307269191,2007.0,走ることについて語るときに僕の語ること [Hashiru koto ni tsuite kataru toki ni boku no kataru koto],"Haruki Murakami, Philip Gabriel",820,3864,17403,25073,14580
1416995587,2011.0,We'll Always Have Summer,Jenny Han,1305,3605,11571,19752,35154
307268195,2009.0,Open: An Autobiography,"Andre Agassi, J.R. Moehringer",653,1512,7611,20869,22056
014240165X,2000.0,Alex Rider: Stormbreaker,Anthony Horowitz,1030,3881,16378,26045,25005
1590860624,2002.0,Without Fail ,"Lee Child, Dick Hill",300,1283,10727,26737,24420
842377506,1993.0,A Voice in the Wind,"Francine Rivers, Richard Ferrone",680,903,3382,10680,41275
031613290X,2005.0,,Stephenie Meyer,2262,2306,6572,10599,36050
057507681X,1977.0,A Scanner Darkly ,Philip K. Dick,767,2537,12216,24238,21786
1594488843,2008.0,Drive: The Surprising Truth About What Motivates Us,Daniel H. Pink,1364,2883,12674,23552,19427
1416534733,1889.0,A Connecticut Yankee in King Arthur's Court,Mark Twain,1764,5414,21300,27903,18980
1563894696,1997.0,Batman: The Long Halloween,"Jeph Loeb, Tim Sale, Gregory Wright, Richard Starkings",767,1573,7332,18937,30031
811201880,1938.0,La Nausée,"Jean-Paul Sartre, Lloyd Alexander, Hayden Carruth",1414,3923,13419,22059,20095
785268839,2001.0,,John Eldredge,2397,3616,9966,16037,20597
1606410423,2009.0,"Fablehaven: Secrets of the Dragon Sanctuary (Fablehaven, #4)",Brandon Mull,925,1306,6784,19284,34272
312349486,2006.0,Twelve Sharp,Janet Evanovich,245,1783,15590,31095,30660
,2011.0,Wool,Hugh Howey,982,2571,9520,22139,24532
689845367,1970.0,The Tombs of Atuan,Ursula K. Le Guin,660,2374,13303,25693,24934
451462564,2009.0,Turn Coat,Jim Butcher,97,364,5657,26094,37870
140439072,1890.0,The Sign of Four,"Arthur Conan Doyle, Peter Ackroyd, Ed Glinert",446,2684,18124,29478,21646
039921920X,1929.0,РУКАВИЧКА: Українська народна казка,Jan Brett,732,2383,11271,18933,33866
096319254X,1995.0,Memnoch The Devil,Anne Rice,2335,6781,18146,19292,20834
385733585,2008.0,The Magician: The Secrets of The Immortal Nicholas Flamel,Michael Scott,891,2685,13791,26201,28122
689832133,1999.0,"Click, Clack, Moo: Cows That Type","Doreen Cronin, Betsy Lewin",1028,2671,10968,18473,34858
441015662,2008.0,Iron Kissed,Patricia Briggs,318,1191,10100,31538,45296
765328658,2011.0,Anna Dressed in Blood,Kendare Blake,2227,4806,16096,26004,29103
1423321677,1997.0,"Temple of the Winds (Sword of Truth, #4)","Terry Goodkind, Dick Hill",1127,3324,12471,21718,24068
380714752,1990.0,The True Confessions of Charlotte Doyle,Avi,2052,5333,17956,23475,21390
1565125967,2009.0,A Reliable Wife,Robert Goolrick,4195,10812,24592,20908,7734
380729407,1962.0,Something Wicked This Way Comes,Ray Bradbury,1121,3850,15942,27380,23593
140003342X,1977.0,Song of Solomon,Toni Morrison,1255,3248,12645,23232,23253
394298667,1986.0,Red Storm Rising,Tom Clancy,504,2047,10861,21074,24494
